"","LotFrontage","Street","LandContour","LandSlope","Neighborhood","Condition1","Condition2","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir2","Electrical","1stFlrSF","2ndFlrSF","GrLivArea","BsmtHalfBath","FullBath","TotRmsAbvGrd","GarageYrBlt","GarageFinish","GarageCars","GarageArea","SaleCondition","SalePrice"
"780",78,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SFoyer",6,5,1977,1977,"Gable","TA","TA","CBlock","Gd","TA",975,"GasA","TA",1,"SBrkr",1004,0,1004,0,1,4,1977,"Unf",2,504,"Normal",135000
"781",63,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","1Story",7,5,1995,1996,"Gable","TA","TA","PConc","Gd","Gd",1237,"GasA","Gd",1,"SBrkr",1253,0,1253,0,2,6,1995,"Fin",2,402,"Normal",176000
"782",65,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",6,5,1992,1992,"Gable","Gd","Gd","PConc","Gd","TA",761,"GasA","Ex",1,"SBrkr",810,793,1603,0,2,7,1992,"RFn",2,484,"Normal",175900
"783",67,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,2001,2002,"Gable","Gd","TA","PConc","Gd","TA",1413,"GasA","Ex",1,"SBrkr",1430,0,1430,0,2,6,2001,"RFn",2,605,"Normal",187100
"784",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SFoyer",5,6,1978,1978,"Gable","TA","Gd","PConc","Gd","TA",1097,"GasA","Ex",1,"SBrkr",1110,0,1110,0,1,4,1978,"Fin",2,602,"Normal",165500
"785",35,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2.5Unf",6,6,1914,2001,"Gable","TA","TA","CBlock","TA","TA",742,"GasA","Ex",1,"SBrkr",742,742,1484,0,2,9,NA,NA,0,0,"Normal",128000
"786",NA,"Pave","Lvl","Gtl","NWAmes","Feedr","Norm","1Story",6,5,1967,1967,"Gable","TA","TA","CBlock","TA","TA",1372,"GasA","TA",1,"SBrkr",1342,0,1342,0,2,7,1967,"Unf",2,457,"Normal",161500
"787",60,"Pave","Lvl","Gtl","OldTown","Artery","Norm","1.5Fin",5,6,1915,1950,"Gable","TA","Gd","PConc","Fa","TA",686,"GasA","TA",1,"SBrkr",966,686,1652,0,2,7,1961,"Unf",1,416,"Normal",139000
"788",76,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",956,"GasA","Ex",1,"SBrkr",956,1128,2084,0,2,8,2004,"RFn",2,618,"Normal",233000
"789",50,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",4,7,1954,2000,"Gable","TA","TA","CBlock","TA","TA",901,"GasA","Ex",1,"SBrkr",901,0,901,0,1,4,1954,"Unf",1,281,"Normal",107900
"790",NA,"Pave","Low","Gtl","ClearCr","Norm","Norm","2Story",6,8,1966,2007,"Gable","TA","TA","CBlock","TA","Fa",832,"GasA","Gd",1,"SBrkr",976,1111,2087,0,2,9,1966,"Fin",2,444,"Normal",187500
"791",43,"Pave","Lvl","Gtl","Blmngtn","Norm","Norm","1Story",7,5,2005,2006,"Gable","Gd","TA","PConc","Gd","TA",1145,"GasA","Ex",1,"SBrkr",1145,0,1145,0,2,5,2005,"Fin",2,397,"Normal",160200
"792",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","SLvl",6,5,1976,1976,"Gable","TA","TA","PConc","Gd","TA",1029,"GasA","TA",1,"SBrkr",1062,0,1062,0,1,5,1976,"RFn",2,539,"Normal",146800
"793",92,"Pave","Lvl","Gtl","NoRidge","Norm","Norm","2Story",7,5,1996,1997,"Gable","Gd","TA","PConc","Gd","TA",1117,"GasA","Ex",1,"SBrkr",1127,886,2013,0,2,8,1997,"Unf",2,455,"Normal",269790
"794",76,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",8,5,2007,2007,"Gable","Gd","TA","PConc","Gd","TA",1496,"GasA","Ex",1,"SBrkr",1496,0,1496,0,2,7,2007,"Fin",2,474,"Partial",225000
"795",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,1994,1996,"Gable","Gd","TA","PConc","Gd","TA",712,"GasA","Ex",1,"SBrkr",1086,809,1895,0,2,7,1994,"Fin",2,409,"Normal",194500
"796",70,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",6,6,1980,1981,"Gable","TA","TA","CBlock","Gd","TA",650,"GasA","TA",1,"SBrkr",888,676,1564,0,2,7,1980,"Unf",2,476,"Normal",171000
"797",71,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",6,5,1977,1977,"Gable","TA","TA","CBlock","TA","TA",660,"GasA","Ex",1,"SBrkr",1285,0,1285,0,1,7,1977,"RFn",2,528,"Normal",143500
"798",57,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1953,1953,"Gable","TA","TA","CBlock","TA","TA",773,"GasA","Gd",1,"SBrkr",773,0,773,0,1,4,1953,"Unf",1,240,"Abnorml",110000
"799",104,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2008,2009,"Hip","Ex","TA","PConc","Ex","TA",1926,"GasA","Ex",1,"SBrkr",1966,1174,3140,0,3,11,2009,"Fin",3,820,"Partial",485000
"800",60,"Pave","Lvl","Gtl","SWISU","Feedr","Norm","1.5Fin",5,7,1937,1950,"Gable","TA","TA","BrkTil","Gd","TA",731,"GasA","Ex",1,"SBrkr",981,787,1768,0,1,7,1939,"Unf",1,240,"Normal",175000
"801",79,"Pave","HLS","Mod","ClearCr","Feedr","Norm","2Story",6,5,1997,1997,"Gable","TA","TA","PConc","Gd","TA",616,"GasA","Gd",1,"SBrkr",616,1072,1688,0,2,8,1997,"RFn",2,603,"Normal",2e+05
"802",40,"Pave","Lvl","Gtl","IDOTRR","Norm","Norm","1Story",4,7,1916,1990,"Gable","TA","TA","CBlock","TA","TA",1196,"GasA","Ex",1,"FuseA",1196,0,1196,0,1,5,1957,"Unf",2,440,"Normal",109900
"803",63,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",728,"GasA","Ex",1,"SBrkr",728,728,1456,0,2,7,2005,"Fin",2,410,"Normal",189000
"804",107,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2008,2009,"Hip","Ex","TA","PConc","Ex","TA",1734,"GasA","Ex",1,"SBrkr",1734,1088,2822,0,3,12,2009,"RFn",3,1020,"Partial",582933
"805",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1954,1954,"Gable","TA","TA","CBlock","TA","TA",936,"GasA","TA",1,"SBrkr",1128,0,1128,0,1,5,1954,"Unf",1,286,"Family",118000
"806",91,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",7,5,2008,2008,"Gable","Gd","TA","PConc","Gd","TA",1417,"GasA","Ex",1,"SBrkr",1428,0,1428,0,2,6,2008,"RFn",2,554,"Partial",227680
"807",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,5,1967,1967,"Gable","TA","TA","PConc","TA","TA",980,"GasA","Gd",1,"SBrkr",980,0,980,0,2,6,1967,"Fin",1,384,"Normal",135500
"808",144,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","2Story",5,6,1923,2004,"Gable","TA","TA","CBlock","TA","TA",1324,"GasA","Ex",1,"SBrkr",1072,504,1576,0,1,6,1923,"RFn",2,528,"Normal",223500
"809",85,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",5,5,1966,1966,"Gable","TA","TA","CBlock","TA","TA",1024,"GasA","TA",1,"SBrkr",1086,0,1086,0,1,6,1966,"RFn",2,484,"Normal",159950
"810",90,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2.5Unf",5,5,1898,1965,"Hip","TA","TA","PConc","TA","TA",849,"GasA","TA",0,"FuseA",1075,1063,2138,0,2,11,1910,"Unf",2,360,"Normal",106000
"811",78,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",6,6,1974,1999,"Hip","TA","TA","CBlock","TA","TA",1040,"GasA","Fa",1,"SBrkr",1309,0,1309,0,1,5,1974,"RFn",2,484,"Normal",181000
"812",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",6,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA",848,"GasA","Ex",1,"SBrkr",848,0,848,0,1,4,2004,"Fin",2,420,"Normal",144500
"813",66,"Grvl","Bnk","Mod","IDOTRR","Norm","Norm","1Story",5,5,1952,1952,"Hip","Fa","TA","CBlock","TA","TA",540,"GasA","TA",0,"FuseA",1044,0,1044,0,1,4,1952,"Unf",2,504,"Alloca",55993
"814",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,6,1958,1958,"Gable","TA","TA","CBlock","TA","TA",1442,"GasA","Gd",1,"SBrkr",1442,0,1442,0,1,7,1958,"RFn",1,301,"Normal",157900
"815",45,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",5,7,1918,1950,"Gable","TA","TA","BrkTil","TA","TA",686,"GasW","Gd",1,"SBrkr",686,564,1250,1,1,7,1955,"Unf",1,280,"Normal",116000
"816",48,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",7,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA",1649,"GasA","Ex",1,"SBrkr",1661,0,1661,0,2,6,1998,"RFn",2,598,"Normal",224900
"817",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1954,1954,"Gable","TA","TA","CBlock","TA","TA",1008,"GasA","Gd",1,"SBrkr",1008,0,1008,0,1,4,1954,"RFn",1,275,"Normal",137000
"818",NA,"Pave","Lvl","Gtl","Mitchel","Norm","Norm","1Story",8,5,2002,2002,"Hip","Gd","TA","PConc","Gd","TA",1568,"GasA","Ex",1,"SBrkr",1689,0,1689,0,2,7,2002,"RFn",3,857,"Normal",271000
"819",80,"Pave","Lvl","Gtl","ClearCr","Norm","Norm","SLvl",6,7,1971,1971,"Gable","TA","TA","CBlock","TA","TA",1010,"GasA","Gd",1,"SBrkr",1052,0,1052,0,1,6,1971,"Unf",2,440,"Normal",155000
"820",44,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","1Story",7,5,2009,2010,"Gable","Gd","TA","PConc","Gd","TA",1358,"GasA","Ex",1,"SBrkr",1358,0,1358,0,2,6,2010,"RFn",2,484,"Partial",224000
"821",72,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",798,"GasA","Ex",1,"SBrkr",798,842,1640,0,2,6,2003,"RFn",2,595,"Normal",183000
"822",60,"Pave","Bnk","Mod","OldTown","Norm","Norm","1Story",4,4,1953,1953,"Gable","Fa","TA","CBlock","Fa","TA",936,"GasA","TA",0,"SBrkr",936,0,936,0,1,4,1974,"Unf",2,576,"Normal",93000
"823",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",7,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",847,"GasA","Ex",1,"SBrkr",847,886,1733,0,2,7,2003,"Fin",2,433,"Family",225000
"824",60,"Pave","Lvl","Gtl","SWISU","Norm","Norm","1.5Fin",6,7,1940,1950,"Gable","TA","TA","BrkTil","TA","TA",778,"GasA","TA",1,"SBrkr",944,545,1489,0,2,7,1940,"Unf",1,240,"Normal",139500
"825",81,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",8,5,2006,2006,"Gable","Gd","TA","PConc","Gd","Gd",1489,"GasA","Ex",1,"SBrkr",1489,0,1489,0,2,7,2006,"RFn",2,776,"Partial",232600
"826",114,"Pave","Lvl","Gtl","NridgHt","PosN","PosN","1Story",10,5,2007,2008,"Hip","Ex","TA","PConc","Ex","TA",2078,"GasA","Ex",1,"SBrkr",2084,0,2084,0,2,7,2007,"Fin",3,1220,"Partial",385000
"827",50,"Pave","Lvl","Gtl","BrkSide","Norm","Norm","1.5Unf",5,6,1924,1950,"Gable","TA","TA","BrkTil","TA","TA",784,"GasA","Gd",1,"SBrkr",784,0,784,0,1,5,NA,NA,0,0,"Normal",109500
"828",65,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",7,5,2001,2001,"Gable","Gd","TA","PConc","Gd","TA",1454,"GasA","Ex",1,"SBrkr",1434,0,1434,0,2,6,2001,"RFn",2,527,"Normal",189000
"829",NA,"Pave","Low","Sev","ClearCr","Norm","Norm","2Story",5,5,1967,1967,"Flat","TA","TA","PConc","TA","Gd",1013,"GasA","TA",1,"SBrkr",1160,966,2126,1,2,7,1967,"Fin",2,538,"Abnorml",185000
"830",24,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA",600,"GasA","Ex",1,"SBrkr",520,623,1223,0,2,4,2005,"RFn",2,480,"Normal",147400
"831",80,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,5,1957,1957,"Gable","TA","TA","CBlock","TA","TA",1392,"GasA","TA",1,"FuseA",1392,0,1392,0,1,6,1957,"RFn",2,458,"Normal",166000
"832",30,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",7,5,2005,2005,"Gable","TA","TA","PConc","Gd","TA",600,"GasA","Ex",1,"SBrkr",520,600,1200,0,2,4,2005,"RFn",2,480,"Normal",151000
"833",44,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",7,6,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",941,"GasA","Ex",1,"SBrkr",941,888,1829,0,2,7,2003,"RFn",2,613,"Normal",237000
"834",100,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",6,6,1964,1964,"Gable","TA","TA","CBlock","TA","TA",1516,"GasA","TA",1,"SBrkr",1516,0,1516,0,1,6,1964,"RFn",2,472,"Normal",167000
"835",75,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1961,1961,"Gable","TA","TA","CBlock","TA","TA",1144,"GasA","Gd",1,"SBrkr",1144,0,1144,0,1,6,1961,"Unf",2,456,"Normal",139950
"836",60,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",4,7,1950,1995,"Gable","TA","TA","CBlock","Gd","TA",1067,"GasA","TA",1,"SBrkr",1067,0,1067,0,2,4,1996,"Unf",2,436,"Normal",128000
"837",90,"Pave","Lvl","Gtl","OldTown","Norm","Norm","1Story",5,6,1948,1973,"Gable","TA","TA","BrkTil","TA","TA",1559,"GasA","Gd",1,"SBrkr",1559,0,1559,0,1,5,1948,"Unf",2,812,"Normal",153500
"838",21,"Pave","Lvl","Gtl","BrDale","Norm","Norm","2Story",6,5,1973,1973,"Gable","TA","TA","CBlock","TA","TA",483,"GasA","TA",1,"SBrkr",483,504,987,0,1,5,1973,"Unf",1,264,"Normal",1e+05
"839",75,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,6,1995,2006,"Gable","TA","TA","PConc","Gd","TA",1099,"GasA","Ex",1,"SBrkr",1099,0,1099,0,1,6,1999,"Unf",1,352,"Normal",144000
"840",70,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",5,6,1946,1995,"Gable","TA","TA","CBlock","TA","TA",768,"GasA","Ex",1,"SBrkr",768,432,1200,0,1,6,1946,"Unf",1,240,"Normal",130500
"841",NA,"Pave","Lvl","Gtl","SWISU","Norm","Norm","2Story",6,8,1925,1950,"Gable","TA","TA","BrkTil","TA","TA",672,"GasA","TA",0,"SBrkr",810,672,1482,0,2,7,1934,"Unf",1,400,"Normal",140000
"842",60,"Pave","Lvl","Gtl","OldTown","Norm","Norm","2Story",5,8,1904,2002,"Gable","TA","TA","PConc","TA","TA",650,"GasA","Gd",1,"SBrkr",958,581,1539,0,2,8,1983,"Unf",2,686,"Normal",157500
"843",82,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",6,7,1966,1966,"Gable","TA","TA","CBlock","TA","TA",1127,"GasA","TA",1,"SBrkr",1165,0,1165,0,1,6,1966,"RFn",2,490,"Normal",174900
"844",80,"Pave","Lvl","Gtl","NAmes","Artery","Norm","1Story",5,4,1961,1961,"Gable","TA","TA","CBlock","TA","TA",1800,"GasA","Ex",0,"SBrkr",1800,0,1800,0,2,10,NA,NA,0,0,"Normal",141000
"845",100,"Pave","Lvl","Gtl","OldTown","Artery","Norm","1.5Fin",5,8,1915,1950,"Gable","TA","TA","BrkTil","TA","TA",876,"GasA","Gd",1,"SBrkr",876,540,1416,0,1,7,1949,"Unf",3,720,"Normal",153900
"846",NA,"Pave","Lvl","Gtl","Sawyer","RRAe","Norm","SFoyer",5,5,1975,1981,"Gable","TA","TA","CBlock","Gd","TA",1390,"GasA","TA",1,"SBrkr",1701,0,1701,0,2,6,1975,"Fin",2,611,"Normal",171000
"847",75,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",7,5,1993,1993,"Gable","Gd","TA","PConc","Gd","TA",740,"GasA","Ex",1,"SBrkr",1006,769,1775,0,2,7,1993,"Unf",2,425,"Normal",213000
"848",36,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,6,1972,1972,"Gable","TA","TA","CBlock","TA","TA",864,"GasA","Ex",1,"SBrkr",864,0,864,0,1,5,1972,"Unf",1,338,"Normal",133500
"849",75,"Pave","Bnk","Gtl","ClearCr","Norm","Norm","1.5Fin",6,8,1908,1997,"Gable","TA","TA","BrkTil","TA","TA",907,"GasA","TA",1,"SBrkr",1307,1051,2358,0,3,10,1908,"Unf",2,360,"Normal",240000
"850",80,"Pave","Lvl","Gtl","Veenker","Feedr","Norm","SLvl",6,7,1976,1994,"Hip","Gd","Gd","CBlock","TA","TA",528,"GasA","Ex",1,"SBrkr",1094,761,1855,0,2,7,1976,"RFn",2,512,"Normal",187000
"851",36,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",6,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",848,"GasA","Ex",1,"SBrkr",848,0,848,0,1,3,2003,"Fin",2,420,"Normal",131500
"852",NA,"Pave","Lvl","Gtl","Blmngtn","Norm","Norm","1Story",8,5,2003,2003,"Gable","Gd","TA","PConc","Gd","TA",1273,"GasA","Ex",1,"SBrkr",1456,0,1456,0,2,7,2003,"Fin",2,400,"Normal",215000
"853",53,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","2.5Unf",7,5,1941,1950,"Gable","TA","Gd","CBlock","TA","TA",918,"GasA","Gd",1,"SBrkr",918,728,1646,0,2,7,1941,"Unf",1,240,"Normal",164000
"854",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","SLvl",6,6,1964,1964,"Gable","TA","Gd","CBlock","TA","TA",1127,"GasA","TA",1,"SBrkr",1445,0,1445,0,1,7,1964,"RFn",2,645,"Normal",158000
"855",102,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,4,1955,1974,"Hip","TA","TA","CBlock","TA","TA",1763,"GasA","TA",1,"SBrkr",1779,0,1779,0,1,6,1955,"Unf",2,454,"Abnorml",170000
"856",NA,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,8,1962,2010,"Gable","TA","Gd","CBlock","TA","TA",1040,"GasA","Ex",1,"SBrkr",1040,0,1040,0,1,6,1962,"Unf",1,260,"Normal",127000
"857",NA,"Pave","Low","Mod","CollgCr","Norm","Norm","SLvl",6,6,1978,1978,"Gable","TA","TA","CBlock","Gd","Gd",940,"GasA","TA",1,"SBrkr",1026,0,1026,0,1,5,1981,"Unf",2,576,"Normal",147000
"858",65,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",6,5,1994,1995,"Gable","TA","TA","PConc","Gd","TA",702,"GasA","Gd",1,"SBrkr",702,779,1481,0,2,6,1994,"Fin",2,343,"Normal",174000
"859",80,"Pave","Lvl","Gtl","NWAmes","Norm","Norm","1Story",7,5,1976,1976,"Gable","TA","TA","CBlock","Gd","TA",1090,"GasA","TA",1,"SBrkr",1370,0,1370,0,2,6,1976,"RFn",2,479,"Family",152000
"860",NA,"Pave","Lvl","Gtl","NWAmes","PosA","Norm","2Story",6,7,1968,1984,"Gable","TA","TA","CBlock","TA","TA",1054,"GasA","TA",1,"SBrkr",1512,1142,2654,0,2,9,1968,"Unf",2,619,"Normal",250000
"861",55,"Pave","Lvl","Gtl","Crawfor","Norm","Norm","1.5Fin",7,8,1918,1998,"Gable","Gd","TA","BrkTil","TA","TA",912,"GasA","Gd",1,"SBrkr",912,514,1426,0,1,7,1925,"Unf",1,216,"Normal",189950
"862",75,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","1Story",5,4,1965,1965,"Hip","TA","TA","PConc","TA","TA",1039,"GasA","Ex",1,"SBrkr",1039,0,1039,0,1,6,1965,"Unf",2,504,"Normal",131500
"863",81,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","1Story",6,5,1984,1985,"Hip","TA","TA","PConc","Gd","TA",1040,"GasA","TA",1,"SBrkr",1097,0,1097,0,2,6,1986,"Unf",2,480,"Normal",152000
"864",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1959,1959,"Hip","TA","TA","CBlock","TA","TA",1148,"GasA","TA",1,"SBrkr",1148,0,1148,0,1,6,1959,"Unf",1,672,"Normal",132500
"865",72,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",7,5,2007,2008,"Gable","Gd","TA","PConc","Ex","TA",1372,"GasA","Ex",1,"SBrkr",1372,0,1372,0,2,6,2008,"Fin",2,529,"Partial",250580
"866",NA,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,6,1970,1970,"Gable","TA","TA","CBlock","TA","TA",1002,"GasA","TA",1,"SBrkr",1002,0,1002,0,1,5,1973,"Unf",2,902,"Normal",148500
"867",67,"Pave","HLS","Gtl","Timber","Norm","Norm","1Story",8,5,2006,2007,"Gable","Gd","TA","PConc","Gd","TA",1638,"GasA","Ex",1,"SBrkr",1646,0,1646,0,2,6,2007,"RFn",3,870,"Partial",248900
"868",85,"Pave","Lvl","Gtl","Sawyer","Feedr","Norm","1Story",4,5,1961,1961,"Gable","TA","TA","CBlock","TA","TA",1040,"GasA","TA",1,"SBrkr",1120,0,1120,0,1,5,1961,"RFn",2,544,"Normal",129000
"869",NA,"Pave","Lvl","Gtl","Gilbert","Feedr","Norm","2Story",5,6,1948,1950,"Gable","TA","TA","Slab",NA,NA,0,"GasA","Gd",1,"SBrkr",1547,720,2320,0,2,7,1979,"Unf",2,672,"Normal",169000
"870",80,"Pave","Lvl","Gtl","SawyerW","Norm","Norm","2Story",7,5,1993,1994,"Gable","Gd","TA","PConc","Gd","TA",1050,"GasA","Ex",1,"SBrkr",1062,887,1949,0,2,8,1993,"Fin",2,574,"Normal",236000
"871",60,"Pave","Lvl","Gtl","NAmes","PosN","Norm","1Story",5,5,1962,1962,"Hip","TA","TA","CBlock","TA","TA",894,"GasA","Gd",0,"SBrkr",894,0,894,0,1,5,1962,"Unf",1,308,"Normal",109500
"872",70,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","2Story",6,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA",804,"GasA","Ex",1,"SBrkr",804,878,1682,0,2,7,1998,"RFn",2,523,"Normal",200500
"873",74,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1953,1996,"Gable","Gd","TA","Stone","TA","TA",105,"GasA","Gd",1,"SBrkr",910,0,910,0,1,5,1953,"Unf",2,414,"Normal",116000
"874",60,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,7,1949,1950,"Gable","Gd","TA","CBlock","TA","TA",832,"GasA","Gd",1,"SBrkr",1036,0,1268,0,1,6,1949,"Unf",1,288,"Normal",133000
"875",52,"Pave","Lvl","Gtl","OldTown","Artery","Norm","1.5Fin",5,6,1941,1950,"Gable","TA","TA","CBlock","TA","TA",676,"GasA","Ex",1,"SBrkr",676,455,1131,0,1,5,1941,"Unf",1,200,"Abnorml",66500
"876",75,"Pave","Lvl","Gtl","Somerst","Norm","Norm","2Story",8,5,2007,2007,"Gable","Gd","TA","PConc","Gd","TA",1184,"GasA","Ex",1,"SBrkr",1184,1426,2610,0,2,11,2007,"Fin",2,550,"Partial",303477
"877",94,"Pave","HLS","Mod","Mitchel","Norm","Norm","1Story",4,5,1963,1963,"Gable","TA","TA","PConc","TA","TA",1064,"GasA","Gd",1,"SBrkr",1040,0,1040,0,1,5,1963,"Unf",2,648,"Normal",132250
"878",74,"Pave","Lvl","Gtl","NridgHt","Norm","Norm","2Story",9,5,2004,2005,"Hip","Gd","TA","PConc","Ex","TA",1462,"GasA","Ex",1,"SBrkr",1462,762,2224,0,2,10,2004,"Fin",3,738,"Normal",350000
"879",88,"Pave","Lvl","Gtl","Sawyer","Norm","Norm","SFoyer",5,7,1961,1995,"Gable","TA","TA","CBlock","TA","TA",1109,"GasA","TA",1,"SBrkr",1155,0,1155,0,1,6,1987,"Unf",2,576,"Normal",148000
"880",NA,"Pave","Lvl","Gtl","CollgCr","Norm","Norm","1Story",5,8,1978,2005,"Gable","Gd","Gd","CBlock","TA","TA",864,"GasA","Ex",1,"SBrkr",864,0,864,0,1,6,1978,"Unf",1,336,"Normal",136500
"881",60,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1Story",5,5,2005,2006,"Gable","TA","TA","PConc","Ex","Gd",1090,"GasA","Gd",1,"SBrkr",1090,0,1090,0,1,5,2005,"Fin",2,450,"Normal",157000
"882",44,"Pave","Lvl","Gtl","Timber","Norm","Norm","1.5Fin",7,5,1990,1991,"Gable","Gd","Gd","CBlock","Gd","TA",1156,"GasA","Ex",1,"SBrkr",1187,530,1717,0,2,7,1990,"RFn",2,400,"Normal",187500
"883",NA,"Pave","Lvl","Gtl","Gilbert","Norm","Norm","2Story",6,5,1992,1993,"Gable","TA","TA","PConc","Gd","TA",808,"GasA","Gd",1,"SBrkr",808,785,1593,0,2,7,1993,"RFn",2,389,"Normal",178000
"884",60,"Pave","Bnk","Gtl","SWISU","Norm","Norm","2.5Fin",4,5,1912,1950,"Gable","Gd","TA","PConc","TA","Fa",795,"GasA","TA",0,"SBrkr",954,795,2230,0,1,10,1997,"Unf",1,440,"Normal",118500
"885",65,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1967,1967,"Gable","TA","TA","CBlock","TA","TA",892,"GasA","TA",1,"SBrkr",892,0,892,0,1,5,1967,"RFn",1,288,"Normal",1e+05
"886",50,"Pave","Lvl","Gtl","Somerst","Norm","Norm","1Story",9,5,1999,2000,"Gable","Gd","TA","PConc","Ex","TA",1698,"GasA","Ex",1,"SBrkr",1709,0,1709,0,2,5,1999,"Fin",2,506,"Abnorml",328900
"887",70,"Pave","Lvl","Gtl","NAmes","Norm","Norm","1Story",5,5,1959,2005,"Gable","TA","TA","CBlock","TA","TA",1626,"GasA","Ex",1,"SBrkr",1712,0,1712,0,2,8,2005,"Fin",2,588,"Family",145000
"888",59,"Pave","Lvl","Gtl","Edwards","Norm","Norm","1.5Fin",5,7,1955,1955,"Gable","TA","Gd","PConc","TA","TA",816,"GasA","TA",1,"SBrkr",872,521,1393,0,1,8,1955,"Unf",1,300,"Normal",135500
"889",95,"Pave","Lvl","Mod","NAmes","Norm","Norm","1Story",8,6,1970,1970,"Flat","Gd","Gd","PConc","TA","Gd",2217,"GasA","Ex",1,"SBrkr",2217,0,2217,0,2,8,1970,"Unf",2,621,"Normal",268000
